,Date,Open,High,Low,Close,Volume,Currency,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
0,2017-07-18,503.57,513.91,503.08,508.77,3613060.0,INR,183488.73499538726,3613060.0,0.05078485687904083,0.0,0.0,0.0,-883542.7254587682,508.58666666666664,50.0,1000.0,508.77,508.77,508.77,0.0,0.0,0.0,0.0,508.58666666666664,519.4166666666666,497.75666666666666,4.258861157718115,0.5084641428131734,0.0,0.0,503.08,513.91,508.495,2.128663246653691,0.5253924284395204,0.0,0.0,0.0,0.0,0.0,508.77,508.77,508.77,508.77,0.0,0.0,0.0,-24.947062278181168,1.0,176.1091673403389,-257.13903377181344,-257.13903377181344,0.0,508.495,508.495,508.495,508.495,0.0,0.0,0.0,0.0,0.0,682.3048969280516,678.1940662894092,4.0,4.0,0.0,491.02,513.91,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,52.53924284395204,52.53924284395204,-47.46075715604796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.77,-25.713903377181346,0.0,0.0
1,2017-07-19,509.4,516.94,508.81,515.9,3448965.0,INR,2750061.7054750323,7062025.0,0.3894154588060836,24591120.449999984,1032.4662616176347,1032.4662616176347,-880724.3027926917,511.17346265648547,100.0,1014.0141910883109,512.335,519.4649999999999,505.2050000000001,2.7833351225272174,0.750000000000001,0.0,0.0,511.235,520.715,501.755,3.7086662689369927,0.746044303797466,0.0,0.0,503.08,516.94,510.01,2.7052612060468384,0.9249639249639198,0.0,0.0,0.5687749287749284,0.11375498575498569,0.45501994301994275,512.335,512.335,509.86692307692306,509.29814814814813,0.07295920803384483,0.026846461830635226,0.0461127462032096,0.002737146696937535,1.9597090095131513,172.54416734033884,-251.93373600542887,-254.53638488862117,2.602648883192302,510.01,510.01,510.01,510.01,0.0,0.0,0.0,0.0,66.66666666666595,682.3048969280516,678.1940662894092,8.0,4.0,4.0,491.02,513.91,0.0,0.0,100.0,0.0,0.0,0.0,100.0,37.52631578947354,92.49639249639198,72.51781767017201,-7.503607503608023,0.0,0.0,0.11167818513439386,0.022335637026878772,0.08934254810751509,-0.36352528332167355,-0.07270505666433472,-0.29082022665733887,511.39646805630053,1.4014191088310923,1.391690022718528,1.4014191088310923
2,2017-07-20,507.86,509.17,502.4,503.26,3422252.0,INR,197274.0245296941,3639773.0,0.018816178219031615,14898493.917142853,-1402.5647439171776,-185.04924114977143,-35513.7045337042,509.1398391136874,50.63310171511526,989.1699589205336,509.30999999999995,519.6587326116131,498.9612673883868,4.063824630034036,0.20769367481720674,0.0,0.0,509.1377777777777,517.7144444444444,500.56111111111113,3.369094591291591,0.15733903355356765,0.0,0.0,502.4,516.94,509.67,2.8548428265692953,0.05914718019257284,0.0,0.0,-0.00040454217094065825,0.09092308016980043,-0.09132762234074109,509.30999999999995,509.30999999999995,508.85047337278104,508.850877914952,0.06988773869710964,0.09652568129474179,-0.02663794259763215,0.002332557138670422,2.8731137432860687,175.56916734033894,-256.3505735210848,-255.1411144327757,-1.209459088309103,509.67,509.67,509.67,509.67,0.0,0.0,0.0,0.0,-88.38679466167056,682.3048969280516,678.1940662894092,8.0,12.0,-4.0,491.02,513.91,0.0,1.0,34.37418876321158,0.0,0.0,0.0,96.13656508848611,24.58461538461537,5.9147180192572835,50.316784453200434,-94.08528198074272,0.0,0.0,-7.950112469065492e-05,0.017852609396564887,-0.017932110521255543,-0.7059685033150706,-0.1993577459944819,-0.5066107573205887,508.4104776762681,-2.450087226206632,-2.4806013088582546,-1.0830041079466168
3,2017-07-21,503.98,504.02,491.02,499.69,3458466.0,INR,1351869.5968373949,181307.0,0.09695865417854972,11006319.983265307,-3106.724195062209,-1158.9408924539173,-108381.64799302217,506.43698539543715,33.93018160689263,989.1699589205336,506.905,519.1414414761808,494.6685585238191,4.827903246636296,0.2051838962314122,0.0,0.0,506.41416666666663,516.0966666666667,496.7316666666667,3.8239451568791702,0.15276701953696425,0.0,0.0,491.02,516.94,503.98,5.113384164685705,0.3344907407407404,0.0,0.0,-0.7311245887277096,-0.07348645360970157,-0.6576381351180081,506.905,506.905,507.4411697769686,508.1722943656963,0.07317439335411675,0.17457451545783223,-0.10140012210371548,-0.0015341687634271082,3.85581164559812,177.9741673403389,-259.8621418599782,-256.32137128957635,-3.5407705704018326,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,-112.99337366753059,682.3048969280516,678.1940662894092,8.0,16.0,-8.0,491.02,516.94,0.0,0.0,28.654489592572972,0.0,0.0,0.0,92.04005086879043,36.61538461538462,33.44907407407404,43.9533948632411,-66.55092592592595,0.0,0.0,-0.14387336673682766,-0.014492585830113622,-0.12938078090671404,-0.8870129086614821,-0.3368887785278819,-0.5501241301336002,504.50053916681634,-0.7093748758097207,-0.7119029019309053,-1.7846964247105745
4,2017-07-24,500.73,500.73,494.36,495.4,2267624.0,INR,-175305.75010140706,-2086317.0,-0.010814422036305968,8044258.991370257,7.022769206897499,-867.4499770387137,-44001.77314866033,505.09309042684436,27.910433679577622,980.6776154200251,504.604,518.9042802769736,490.3037197230264,5.6679218860625795,0.17818812562644776,0.0,0.0,504.49733333333336,513.5173333333333,495.4773333333334,3.575836542247986,-0.004286770140432349,0.0,1.0,491.02,516.94,503.98,5.136701254845398,0.16898148148148084,0.0,0.0,-1.637516367782439,-0.38629243644424904,-1.2512239313381899,504.604,504.604,505.5886821189734,507.22619848675583,0.11465668403336828,0.21293384177625452,-0.09827715774288624,-0.009198031067335917,4.780895837751209,180.2751673403389,-263.2218585950276,-257.70146875066655,-5.520389844361034,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,-91.79357021996682,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.02,515.9032000000001,0.0,0.0,23.577442576247037,0.0,0.0,0.0,87.52886807829408,34.12377096587617,16.898148148148085,18.753980080493136,-83.10185185185192,0.0,0.0,-0.3228374978792023,-0.07616156823993137,-0.24667592963927093,-3.774598811208816,-1.0244307850640686,-2.750168026144747,500.6734968419921,-0.85853229001982,-0.8622389087452831,-2.6279065196454177
5,2017-07-25,495.76,500.41,495.62,499.42,2981069.0,INR,1573505.0828839731,894752.0,0.08198996067224845,8607064.475460237,75.51988900625929,-678.856003829719,4722.061686433859,504.066375074799,41.58109050816424,980.6776154200251,503.74,517.3541446052748,490.1258553947252,5.405226746049465,0.3413414825076052,0.0,0.0,503.49499999999995,511.81,495.18,3.3029126406419125,0.25496091401082444,0.0,0.0,491.02,516.94,503.98,5.145511573430753,0.32407407407407446,0.0,0.0,-2.0083074611412144,-0.7106954413836422,-1.2976120197575722,503.74,503.74,504.63965410066976,506.647961561811,0.13868823998289673,0.23067892068041232,-0.09199068069751559,-0.01751678679386525,5.643075416987529,181.13916734033887,-264.4833949961934,-258.8317897915877,-5.651605204605687,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,-59.21039677069929,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.02,514.9078720000001,0.0,0.0,35.16929168006578,0.0,0.0,0.0,83.99666461072216,38.185654008438796,32.40740740740745,27.584876543209855,-67.59259259259255,-1.0244999999999322,0.0,-0.39639110654868415,-0.14020747590168192,-0.2561836306470022,-4.38627455147308,-1.696799538345871,-2.689475013127209,500.0998091679599,0.8114654824384449,0.8081908046180253,-1.8377655915246538
6,2017-07-26,501.27,512.97,500.46,510.98,7439005.0,INR,6645824.239558632,8333757.0,0.24955742338471343,19662469.236108776,1463.0585676444668,-321.87024191735475,196379.88140380775,505.2033791335512,60.59114907219503,980.6776154200251,504.7742857142857,518.3588730192022,491.18969840936927,5.382440306242404,0.7284101145814109,0.0,0.0,504.1580952380952,513.072380952381,495.2438095238095,3.536305693981112,0.8826388888888894,0.0,0.0,491.02,516.94,503.98,5.134968387567866,0.7700617283950609,0.0,0.0,-1.3537613666372295,-0.8393086264343597,-0.5144527402028698,504.7742857142857,504.7742857142857,505.61509193133594,506.96885329797317,0.20277617582246052,0.2179377857000943,-0.015161609877633792,-0.021446497020892567,6.596185970423708,180.10488162605316,-262.9732224524697,-259.4234230288566,-3.5497994236131376,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,49.072419261460595,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.02,513.9523571200001,0.0,0.0,55.889353262819476,0.0,0.0,0.0,81.46793432629191,47.25259122533008,77.00617283950609,42.103909465020536,-22.993827160493904,-2.7339999999999804,0.0,-0.2670304808334153,-0.1655720768880286,-0.10145840394538669,5.103523751851935,-0.3367348803063097,5.440258632158245,504.38560915506685,2.314685034640185,2.2883025393067413,0.4343809579967495
7,2017-07-27,512.06,513.51,504.07,506.91,4218581.0,INR,4965541.976846796,4115176.0,0.16096270335075114,14400741.5352361,464.3267487337541,-209.55638611005347,138588.17206139333,505.60815068670036,66.73083603807473,972.8664331922284,505.04125,517.8267473993975,492.2557526006025,5.063149752380628,0.573080848621818,0.0,0.0,504.65875,513.6387500000001,495.67875,3.5588405036076542,0.6253479955456563,0.0,0.0,491.02,516.94,503.98,5.132254048555454,0.61304012345679,0.0,0.0,-1.1501852371353039,-0.9014839485745485,-0.24870128856075535,505.04125,505.04125,505.8143085572843,506.9644937944196,0.24717033092315469,0.24521688798521313,0.0019534429379415574,-0.02378764724344247,7.559959137643703,179.8379173403389,-262.5834248086736,-259.8184232513337,-2.7650015573399287,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,45.767611429659986,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.02,513.9523571200001,1.0,0.0,49.84868185075985,0.0,0.0,0.0,78.31642027011094,49.277207559619264,61.304012345679006,56.90586419753084,-38.695987654320994,-2.750499999999988,0.0,-0.22687688215137966,-0.17783303794069882,-0.04904384421068084,5.2891984951970406,0.7884517947943603,4.50074670040268,505.3936520854084,-0.7965086696152479,-0.7996977453839094,-0.36558759360810766
8,2017-07-28,506.51,506.51,495.35,498.47,2531327.0,INR,3849580.6112554045,1583849.0,0.11532475622874415,9291435.618773801,-3465.2812536665383,-616.5219945546141,-75747.70077718532,505.1912102501784,61.10872104836313,956.6683059188615,504.31111111111113,517.0533643374424,491.56885788477985,5.053330353264368,0.27079755803939315,0.0,0.0,504.15333333333336,513.3755555555556,494.93111111111114,3.658498957548191,0.19186746987951808,0.0,0.0,491.02,516.94,503.98,5.1396844981052405,0.2874228395061738,0.0,0.0,-1.6508570987832627,-1.0513585786162913,-0.5994985201669714,504.31111111111113,504.31111111111113,504.6844149330867,506.33527203187,0.24558004757850352,0.3036213902945271,-0.0580413427160236,-0.02815972617519104,8.560610353104472,180.56805622922775,-263.64950905200703,-260.2440994514085,-3.4054096005985457,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,-52.86170830912353,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.46979999999996,513.9523571200001,0.0,0.0,40.156083835639706,0.0,0.0,0.0,73.47572441991453,43.72629627406657,28.742283950617377,55.68415637860082,-71.25771604938262,-1.6754444444444516,0.0,-0.32604031162169433,-0.20747449267689794,-0.1185658189447964,1.893058645782048,1.009373164991898,0.88368548079015,502.58422244471575,-1.6649898404055952,-1.6790065991321157,-2.024490437722337
9,2017-07-31,499.69,516.08,499.69,512.2,5903676.0,INR,6958105.558174268,7487525.0,0.17712303049838368,19543726.456091844,1930.8723920486234,-333.47817382092103,120466.19994676858,505.81219335654464,67.59365437338667,956.6683059188615,505.1,518.0820244954322,492.1179755045679,5.140377943152699,0.77345503786787,0.0,0.0,504.6703333333333,514.6093333333333,494.73133333333334,3.9388088990106387,0.8787939765905383,0.0,0.0,491.02,516.94,503.98,5.131657097604449,0.8171296296296298,10.904000000000014,0.0,-0.9290375362706413,-1.0268943701471613,0.09785683387652,505.1,505.1,505.8406587895349,506.76969632580557,0.30416861279573654,0.30888274416699774,-0.004714131371261199,-0.028376559965253765,9.668009244621908,179.77916734033886,-262.4976432536175,-260.8395005049423,-1.6581427486752318,503.98,503.98,503.98,503.98,0.0,0.0,0.0,0.0,62.003624540269975,682.3048969280516,678.1940662894092,8.0,20.0,-12.0,491.910604,513.9523571200001,0.0,0.0,55.36177625688822,0.0,0.0,0.0,70.23630909213287,54.40030596158833,81.71296296296298,57.25308641975312,-18.28703703703702,0.011499999999955435,0.0,-0.18332539277829213,-0.2026446726971768,0.019319279918884658,6.136870646821163,2.034872661357751,4.101997985463412,505.6857812796462,2.754428551367183,2.717176671607824,0.6741749710085232
